"Temp","density","magvort","pressure","rho_OH","vtkGhostType","vtkValidPointMask"
574.72,0.038244,98135,6.0776e+07,7.8301e-15,0,1
419.37,0.052441,57677,6.0763e+07,-3.3485e-16,0,1
291.7,0.074162,23962,6.0753e+07,-1.132e-14,0,1
245.69,0.088071,21878,6.0763e+07,-1.3727e-13,0,1
318.51,0.069225,18247,6.0749e+07,-4.0831e-13,0,1
574.77,0.038378,85392,6.077e+07,1.2665e-14,0,1
391.37,0.056049,49749,6.0761e+07,7.6994e-16,0,1
309.72,0.070045,16079,6.0754e+07,5.8854e-14,0,1
274.77,0.079279,38891,6.0762e+07,2.8713e-13,0,1
328.55,0.067097,24467,6.0752e+07,-3.8914e-14,0,1
582.7,0.037773,80073,6.0769e+07,1.2995e-14,0,1
360.85,0.060633,49057,6.0763e+07,1.2061e-16,0,1
307.32,0.070823,11488,6.0757e+07,5.8736e-15,0,1
312.75,0.070455,44610,6.0763e+07,3.474e-14,0,1
357.72,0.062015,33805,6.0758e+07,5.5222e-15,0,1
576.66,0.038086,87699,6.0766e+07,7.5723e-15,0,1
370.31,0.06024,77399,6.0774e+07,-1.0231e-14,0,1
339,0.065782,31481,6.0777e+07,1.1374e-16,0,1
329.64,0.067448,33672,6.0775e+07,6.2889e-15,0,1
355.39,0.062984,29255,6.0783e+07,2.6643e-16,0,1
532.13,0.041258,80172,6.0783e+07,2.7721e-15,0,1
